pre_uber_daily_mean,post_uber_daily_mean,uber_change,pre_subway_daily_mean,post_subway_daily_mean,subway_change,implied_capture_rate
73992.67857142857,95886.60714285714,21893.92857142858,707701.8571428572,1223230.3214285714,515528.4642857142,
