pickup_zone,holiday_date,trip_lift_pct,fpm_lift_pct
75,2025-06-29,-22.06113152226214,4.615017648915772
75,2025-07-04,-35.40986061200043,-15.628471140229783
76,2024-01-01,-6.333132508576327,-4.738272843724146
76,2024-01-15,-18.480554386370336,-11.879164842831141
76,2024-02-19,-5.559544540455192,-12.574774037649114
76,2024-05-27,-13.023623043678018,-7.329295822130157
76,2024-06-19,-8.277625269507636,-7.263137511331013
76,2024-07-04,-0.9820029124378902,-7.7486950186272345
76,2024-09-02,6.462430639805658,-4.988963340260874
76,2024-10-14,-9.469299946905243,-8.000278747877074
76,2024-10-31,10.237330339376825,-5.236262696518571
76,2024-11-03,1.9911713327982583,-1.7588896720941334
76,2024-11-11,-12.438205121856619,-9.497299988430203
76,2024-11-28,14.573750264009158,-12.761704119836297
76,2024-12-25,-0.26131932089965054,-16.61854744395997
76,2024-12-31,29.231332267941884,-1.0076110773779643
76,2025-01-01,5.795445173604161,-10.979241973487868
76,2025-01-20,-7.127628259619652,-10.256927765524535
76,2025-02-17,-4.827772138178445,-8.12452673954487
76,2025-03-17,8.845917892935635,10.854678928599334
76,2025-05-26,-14.403536716542742,-7.7049942861489304
76,2025-06-19,-2.5135895241165436,-3.537731776109352
76,2025-06-29,-5.232283650441437,5.36624720414732
76,2025-07-04,-9.541574984201434,-8.545897654768474
77,2024-01-01,-0.9748706964108514,-3.18390682150635
77,2024-01-15,-23.1304529543911,-9.386136714345488
77,2024-02-19,-16.062901624784498,-11.990643918329855
77,2024-05-27,-6.692440311373497,-9.660088619553287
77,2024-06-19,-11.81433852793944,-7.085883118205229
77,2024-07-04,2.7919760017428947,-8.881920901526943
77,2024-09-02,23.721853612663907,-5.645890906239609
77,2024-10-14,-12.251188548142736,-9.926768977187358
77,2024-10-31,11.276834643294068,-4.387046334745938
77,2024-11-03,0.9125481464627611,-5.5974335178993595
77,2024-11-11,-16.459955070268016,-9.975909957146248
77,2024-11-28,31.79350103065141,-11.631937350736363
77,2024-12-25,20.948826349211956,-12.478199017970528
77,2024-12-31,32.47854637371897,-4.670833948717668
77,2025-01-01,64.18728884014645,-10.201263210768587
77,2025-01-20,-3.5160127475053606,-13.526357917865376
77,2025-02-17,-3.9130661929888775,-10.054422644608257
77,2025-03-17,8.951465440677074,14.444010639639332
77,2025-05-26,-9.233582362468006,-8.910884613724699
77,2025-06-19,-11.813108545189452,-5.196630128333015
77,2025-06-29,43.5292779249484,10.923194108034592
77,2025-07-04,-4.851533112960216,-8.357530725454975
78,2024-01-01,3.332354105731035,2.3011164825914032
78,2024-01-15,-19.91621217733386,-15.142732838041065
78,2024-02-19,-14.23754358627208,-15.335623632805268
78,2024-05-27,-21.517887933787186,-11.107976077520485
78,2024-06-19,-15.135315007664495,-10.562875502887785
78,2024-07-04,-13.59574265087829,-12.450206776172134
78,2024-09-02,-19.62499840343326,-12.120065417728874
78,2024-10-14,-9.86933697776302,-8.773498002696956
78,2024-10-31,16.892113939214042,-4.383045744190012
78,2024-11-03,2.783719930071877,-1.1629677615105145
78,2024-11-11,-15.548005568824799,-10.777496899273528
78,2024-11-28,32.77395553953632,0.17838636768188304
78,2024-12-25,13.916634390359647,-8.045763057502109
78,2024-12-31,27.935003994733698,3.138474027970997
78,2025-01-01,15.291332311401797,-4.193943876568524
78,2025-01-20,-12.39318968490159,-14.462975489567558
78,2025-02-17,-6.4233073199392035,-10.9888228736122
78,2025-03-17,4.788422975234055,11.555052678280136
78,2025-05-26,-19.479391516482956,-10.616844524296374
78,2025-06-19,-16.323371956196798,-5.95886809985182
78,2025-06-29,-13.072983283158612,6.378444339803016
78,2025-07-04,-23.549594510293193,-8.43887268845262
79,2024-01-01,82.58130748440894,30.405135874989497
79,2024-01-15,42.615108491455466,-8.755881308532787
79,2024-02-19,38.82017724577661,-12.375247534193083
79,2024-05-27,17.08557102052503,-10.772280497872348
79,2024-06-19,26.53818586844412,-13.768754050372042
79,2024-07-04,-10.892893859549822,-17.657296310244657
79,2024-09-02,21.623565726896242,-7.941368216365374
79,2024-10-14,23.95890803192938,-5.296459989495546
79,2024-10-31,16.20164906630688,-2.7106749705857753
79,2024-11-03,24.559045187978224,14.649200701991152
79,2024-11-11,3.100055171065219,-1.5144845502460222
79,2024-11-28,-21.554299285435405,-10.806864749635915
79,2024-12-25,-51.2056000779176,-21.802263795525363
79,2024-12-31,66.13496863830635,7.44540879739875
79,2025-01-01,53.32685684888231,12.640292380049953
79,2025-01-20,37.44020224734795,-9.62444279471386
79,2025-02-17,32.63682773358661,-11.910389681570981
79,2025-03-17,1.6139282496804952,4.874225680394515
79,2025-05-26,-8.019358758581197,-8.484548546456539
79,2025-06-19,9.52868308032094,-5.091730650101943
79,2025-06-29,-21.172384360749383,14.781450805842592
79,2025-07-04,-46.021788595000885,-12.253311395007643
80,2024-01-01,124.12504325758451,39.5865895489723
80,2024-01-15,21.289652785788444,-10.086544650019121
80,2024-02-19,53.683239127927095,-5.520150819060261
80,2024-05-27,40.35759603183758,-9.639477772549494
80,2024-06-19,29.7233634620652,-7.100900989496392
80,2024-07-04,55.055924530795664,7.312230775625521
80,2024-09-02,51.36001845656939,-3.680416333378174
80,2024-10-14,6.824316530164958,-9.481465793879835
80,2024-10-31,29.99603489294211,-5.659636757583645
80,2024-11-03,23.133367222030998,1.8948436698365254
80,2024-11-11,-4.704118122044063,-6.36069399495153
80,2024-11-28,-0.20610296061327008,-12.409306378286951
80,2024-12-25,-34.0071213366201,-20.179760737239217
80,2024-12-31,90.7634326151564,5.106883427533051
80,2025-01-01,114.46726924130377,17.49652165707603
80,2025-01-20,42.76848540777483,-8.02184996994242
80,2025-02-17,41.80412965739993,-9.012653825760859
80,2025-03-17,-5.449302110970121,7.369600862385731
80,2025-05-26,33.65094013150306,-2.893564767824974
80,2025-06-19,38.63501189532118,0.3316275719594701
80,2025-06-29,17.998773624259446,28.023247252787627
80,2025-07-04,-8.013140055701129,1.9625841581069412
81,2024-01-01,-9.638836057403816,-9.02919917154102
81,2024-01-15,-21.31080847428322,-12.654543158977505
81,2024-02-19,-16.595640809186243,-12.797421662843348
81,2024-05-27,-17.600512606665927,-8.885825022183898
81,2024-06-19,-11.139351370845173,-10.956229137509018
81,2024-07-04,-14.301284611288608,-10.959205932129878
81,2024-09-02,-16.75023647033696,-10.29620821383491
81,2024-10-14,-14.663195044802235,-5.901540726898867
81,2024-10-31,15.185702875399357,-7.520011995163971
81,2024-11-03,2.7552165133497786,-2.396232828246823
81,2024-11-11,-13.271834094445751,-10.326273887463369
81,2024-11-28,20.019635250266237,-12.256847908782209
81,2024-12-25,4.1516043997561445,-17.09643384851884
81,2024-12-31,23.675503992236102,-7.74969154887703
81,2025-01-01,0.6173740565511233,-16.31524078973819
81,2025-01-20,-4.459881408854676,-14.97140592086548
81,2025-02-17,-2.9912226279228302,-10.517769257002222
81,2025-03-17,7.212091008024728,8.94175166240875
81,2025-05-26,-9.097751243376294,-8.169760591290581
81,2025-06-19,-5.945487220447287,-2.1743074640798388
81,2025-06-29,5.043751402288526,3.586458498015714
81,2025-07-04,-6.799424493389548,-11.200436062729763
82,2024-01-01,22.076096777431978,-0.5391791068482197
82,2024-01-15,-6.471907104373731,-8.70529176199728
82,2024-02-19,-2.4344945286617876,-9.967304063832161
82,2024-05-27,-2.1483786768396813,-7.491294731596963
82,2024-06-19,-4.1596364536230865,-5.947786670747665
82,2024-07-04,-3.4716407670658938,-11.604069209660054
82,2024-09-02,-0.8131713683365192,-7.466428831109464
82,2024-10-14,-8.220392865508824,-5.130301965864464
82,2024-10-31,20.714024882797077,-6.149744368110713
82,2024-11-03,1.865974161523093,-2.680221305162469
82,2024-11-11,-5.899675400729518,-7.567065495561138
82,2024-11-28,36.60308877175768,-13.007867620517652
82,2024-12-25,30.926188387212893,-12.933000170351555
82,2024-12-31,66.55644780349552,3.4517269186982897
82,2025-01-01,50.23284065600324,-6.470594374800248
82,2025-01-20,11.616972860823873,-8.943268109763377
82,2025-02-17,14.509922029247392,-8.874416208624245
82,2025-03-17,-0.49526486631195676,7.670508978056925
82,2025-05-26,-5.581768898704956,-7.513562696959429
82,2025-06-19,12.662341255057886,-2.5137862377121944
82,2025-06-29,-3.256368758988955,2.8987882768170503
82,2025-07-04,-8.460669882298074,-9.735377617063822
83,2024-01-01,42.60367869496956,-4.696933802013889
83,2024-01-15,-4.348825038612255,-10.269017609286754
83,2024-02-19,-2.7966761548574843,-13.116677925667219
83,2024-05-27,-14.049755562079572,-7.685568048733097
83,2024-06-19,-4.94680973278497,-8.5150605393632
83,2024-07-04,3.490325603721176,-13.073985358686171
83,2024-09-02,5.449114790089735,-11.409042387254722
83,2024-10-14,-6.871066974713758,-6.6233415988467135
83,2024-10-31,28.91233042663344,-7.342604295541001
83,2024-11-03,9.750667853962605,-1.2753605194837367
83,2024-11-11,-7.1620948904177775,-9.119565001468283
83,2024-11-28,52.81660361832705,-14.630184542360597
83,2024-12-25,42.53153505043309,-13.098483494259094
83,2024-12-31,64.05055573793555,-1.2780407453331555
83,2025-01-01,75.0522712129219,-18.319444475552725
83,2025-01-20,18.35135238630127,-11.731716343862402
83,2025-02-17,6.5162171476711395,-8.829256515558045
83,2025-03-17,12.918831293159569,9.392863047960184
83,2025-05-26,-0.6624714396946748,-11.460586734037822
83,2025-06-19,10.225259717253902,-6.453077314696492
83,2025-06-29,3.527258335806871,2.1343954246797177
83,2025-07-04,2.9194614679341857,-10.509743694903936
84,2024-01-01,33.473997765917844,1.8628107735851909
84,2024-01-15,-30.668983492615116,-13.738933491321767
84,2024-02-19,-30.197343924537666,-17.58532552400239
84,2024-05-27,-35.385379173389595,-11.345986150843618
84,2024-06-19,-9.895414320193083,-3.1105852739056052
84,2024-07-04,1.7377812257563974,-6.6849184193994855
84,2024-09-02,-24.537669107608288,-7.3846566167893615
84,2024-10-14,-1.898969839890772,-6.331765580657269
84,2024-10-31,45.09438841479182,-8.493969765239894
84,2024-11-03,7.991986926037223,-7.70181225529601
84,2024-11-11,-15.57651731413677,1.031129075107448
84,2024-11-28,48.52857512283423,-8.568015463188217
84,2024-12-25,-14.851166532582466,-19.30618013872217
84,2024-12-31,35.79192126750662,-6.484260492497321
84,2025-01-01,50.024135156878515,4.276861457536946
84,2025-01-20,-5.20044681643291,-14.36833258252789
84,2025-02-17,-9.91684249720739,-14.222353817555112
84,2025-03-17,17.438252451284605,-0.5944569697789535
84,2025-05-26,-7.0870050887427025,-2.959134945040727
84,2025-06-19,1.7377812257563974,2.512367111530171
84,2025-06-29,19.642574727186464,6.592573358169622
84,2025-07-04,24.35792290758405,1.9361420114751005
85,2024-01-01,17.146723371351246,-2.2353487240822405
85,2024-01-15,-7.2105161415039625,-8.18722617232696
85,2024-02-19,-9.066305818673884,-10.528015145950993
85,2024-05-27,13.667117726657645,-6.749218532519248
85,2024-06-19,6.822123886317674,-7.2001277810728475
85,2024-07-04,11.209259333681631,-9.086655631644652
85,2024-09-02,44.28764739996134,-4.935825140509474
85,2024-10-14,-9.298279528320123,-6.821873838374917
85,2024-10-31,25.552385162560785,-8.542110766326592
85,2024-11-03,-5.711979289899648,-4.76818392650959
85,2024-11-11,-8.602358399381403,-9.296906221635236
85,2024-11-28,39.62866213880963,-13.50397170633873
85,2024-12-25,21.178789904305813,-18.655429322443435
85,2024-12-31,52.988131683055414,8.636096683247455
85,2025-01-01,26.580307812063726,-14.129313931470872
85,2025-01-20,6.166634448095882,-11.049632067170016
85,2025-02-17,10.651459501256525,-11.905791644131977
85,2025-03-17,12.120626329016044,10.247660723607135
85,2025-05-26,2.532379663638121,-11.939751534400175
85,2025-06-19,5.538721215287547,-2.0173412897417973
85,2025-06-29,2.5101254018845114,2.4471132455114835
85,2025-07-04,-4.2407281511745305,-7.918841014296242
86,2024-01-01,-21.186200499832534,-9.633780707599117
86,2024-01-15,-26.179372890526377,-9.554852102455136
86,2024-02-19,-19.032282997964604,-12.611137016394927
86,2024-05-27,-30.878829258238223,-5.591153587071009
86,2024-06-19,-13.414276879007836,1.6553816083174415
86,2024-07-04,-12.646045264977085,-2.562687037003617
86,2024-09-02,-13.353773220312787,-13.193950322788945
86,2024-10-14,-11.297761059438853,-3.902529918066054
86,2024-10-31,0.3239126160341829,-5.699512792787562
86,2024-11-03,2.6196146352024297,-8.951205157332067
86,2024-11-11,-9.339654239558916,-11.78075759987987
86,2024-11-28,22.656290424397955,-10.50049835767009
86,2024-12-25,8.09543960157548,-18.946510119038855
86,2024-12-31,27.437722026095337,-5.9223701038305085
86,2025-01-01,1.8065818169981536,-19.550862029403852
86,2025-01-20,6.227294978486584,-11.940511442522515
86,2025-02-17,4.17128281761265,-9.755323085672153
86,2025-03-17,29.920387499033822,6.436991321626332
86,2025-05-26,-17.465797542060653,-6.2395211659131204
86,2025-06-19,-4.0566691848371725,2.2885692744605444
86,2025-06-29,-1.3855812946525172,6.780508262727531
86,2025-07-04,-0.8603031544448997,-0.7165373746324856
87,2024-01-01,10.217149878311014,10.970376315239347
87,2024-01-15,-1.275962288225694,-12.432035189936851
87,2024-02-19,-4.822664870867881,-12.865915768188946
87,2024-05-27,-11.781385127950655,-10.626619522239796
87,2024-06-19,4.587225099326379,-13.64222025658843
87,2024-07-04,-25.469731042196877,-8.79649445084119
87,2024-09-02,4.335908886841058,-8.15424708107038
87,2024-10-14,-0.37806290021501365,-3.878247663072234
87,2024-10-31,-2.8906825471679785,-8.93251707099713
87,2024-11-03,10.690215929898539,1.9505153042850498
87,2024-11-11,3.79716925403465,-1.1266402058701774
87,2024-11-28,-40.123468819056605,-13.926351515578443
87,2024-12-25,-49.746084510108474,-15.862467056614163
87,2024-12-31,25.394137754152453,6.017061067808598
87,2025-01-01,-9.549985556332398,0.18755177996767938
87,2025-01-20,-6.214408922284436,-14.257850376038553
87,2025-02-17,-0.8719075636208878,-16.454565910419998
87,2025-03-17,-0.8270125942203539,1.7258325074635876
87,2025-05-26,-22.735757661680957,-6.261380268173506
87,2025-06-19,-10.5895558162466,-4.022974376763068
87,2025-06-29,-4.728775145226627,9.317121119048819
87,2025-07-04,-44.01583599267877,25.138975753080246
88,2024-01-01,24.65062111801242,15.2476391156348
88,2024-01-15,-20.130878438331855,-12.127719497636019
88,2024-02-19,-16.653726708074537,-13.53224197079026
88,2024-05-27,-15.60004436557232,-11.043355939902765
88,2024-06-19,-13.779691238832587,-8.788445000989267
88,2024-07-04,-29.540606262784102,-11.643691195827039
88,2024-09-02,-10.331632653061227,-8.957897518353034
88,2024-10-14,0.20519077196095517,-3.2926926598646955
88,2024-10-31,20.954078183845287,-4.68445719500187
88,2024-11-03,0.06019664236506908,5.9244260188709115
88,2024-11-11,-6.222271517302576,-0.9874468002143755
88,2024-11-28,-50.16109067605411,-15.694596717502746
88,2024-12-25,-61.740223024972515,-9.484133237427793
88,2024-12-31,-21.88003633486682,-0.8371673919030854
88,2025-01-01,-1.8283613115420538,13.422793299961707
88,2025-01-20,-29.61401952085182,-15.033859055884141
88,2025-02-17,-10.015527950310561,-14.348236433353364
88,2025-03-17,19.59294587400177,-4.675445046355245
88,2025-05-26,-23.92413487133984,-4.364416661837543
88,2025-06-19,-25.970275039285053,-0.6579593519706852
88,2025-06-29,-19.74338394310302,10.761188279357615
88,2025-07-04,-46.588986309798486,8.20833933899998
89,2024-01-01,6.444665016300963,-3.948980377237125
89,2024-01-15,-6.46585037643246,-10.26734777045964
89,2024-02-19,-7.956672015316227,-9.792716171095094
89,2024-05-27,-9.14932932642324,-9.087055686871569
89,2024-06-19,5.621569036203183,-6.918526624978612
89,2024-07-04,-0.28704516476264064,-11.58423154534174
89,2024-09-02,16.612068593488257,-6.919160077746526
89,2024-10-14,-3.2754920692211975,-6.450090577891217
89,2024-10-31,28.829137647126668,-6.126805212222642
89,2024-11-03,-1.509948841444778,-2.9144596316923668
89,2024-11-11,-4.587415111438912,-6.814990483855173
89,2024-11-28,34.70555445208333,-15.655472238298302
89,2024-12-25,17.879230074352026,-18.457352447812617
89,2024-12-31,40.1089728177499,3.0474079033518584
89,2025-01-01,16.322701688555348,-15.773267038358913
89,2025-01-20,10.738231336286212,-10.988503154332891
89,2025-02-17,6.5042978818563135,-9.195491618162084
89,2025-03-17,7.428607297964248,6.188939189832922
89,2025-05-26,-13.055282020298709,-11.658366276871062
89,2025-06-19,1.2020016274435708,-2.761161318520696
89,2025-06-29,-9.25028967662105,0.2657397415068316
89,2025-07-04,-7.0671775740900165,-9.940212198753647
90,2024-01-01,7.293751503642021,10.264060204904812
90,2024-01-15,32.93065586945061,-8.959321082947582
90,2024-02-19,14.918688158723178,-13.04677189031797
90,2024-05-27,-6.088790380786135,-14.926733756455219
90,2024-06-19,5.160590460784806,-14.15713586569659
90,2024-07-04,-27.60111382339614,-10.188001634495782
90,2024-09-02,-10.25138335065187,-11.456681694752856
90,2024-10-14,9.044374715267796,-3.951433961501761
90,2024-10-31,-1.6382120357242045,-4.277557453062304
90,2024-11-03,11.508335079593317,12.347486217327592
90,2024-11-11,7.293751503642021,2.486130140085161
90,2024-11-28,-36.882244602634,-11.48894747567403
90,2024-12-25,-57.78765030799483,-23.739271587747396
90,2024-12-31,10.400417957234026,-1.1300916211786256
90,2025-01-01,-9.328774422054495,-3.477099661941789
90,2025-01-20,7.682778884003305,-10.977209478954983
90,2025-02-17,15.074299110867692,-15.423221735626905
90,2025-03-17,-4.6493890734493855,0.5645852766325975
90,2025-05-26,-30.24739070122185,-11.22964957447969
90,2025-06-19,-4.307295397073656,-2.3590018746567067
90,2025-06-29,-31.547210439985264,20.943889981445572
90,2025-07-04,-54.42225325154144,-14.012392507780627
91,2024-01-01,-11.391583085886998,-5.912304640559427
91,2024-01-15,-14.891054741229182,-11.700552872465913
91,2024-02-19,-6.232105645318393,-14.640614887733955
91,2024-05-27,-16.147275335454584,-9.125806741075916
91,2024-06-19,4.581778100653828,-6.398389336579036
91,2024-07-04,-3.4770351227534286,-10.001285780502233
91,2024-09-02,15.258239520180405,-7.52406143988818
91,2024-10-14,-7.219136112209778,-8.190185815645416
91,2024-10-31,12.08201182505189,-4.989927034709371
91,2024-11-03,2.384298665822076,-4.705416277495271
91,2024-11-11,-10.359687597773277,-8.531994198837358
91,2024-11-28,19.678726653353703,-12.13114711600046
91,2024-12-25,12.577970390039836,-16.947500349374845
91,2024-12-31,27.896367394699812,-0.3755794359717859
91,2025-01-01,5.170971216713849,-16.757462941650804
91,2025-01-20,0.8117026865883115,-11.237159344439284
91,2025-02-17,-0.13046275908073826,-9.897679266173474
91,2025-03-17,3.548468981150789,8.972111104677676
91,2025-05-26,-11.346718064664662,-10.976348670697025
91,2025-06-19,3.266572692744438,-4.838249807363255
91,2025-06-29,-4.09359040342057,1.77653210073743
91,2025-07-04,-10.388158290830582,-10.612878080812928
92,2024-01-01,7.184457311980457,0.49660275253844766
92,2024-01-15,-6.1070970128756255,-10.062365527691949
92,2024-02-19,4.543186901271875,-13.359976064876927
92,2024-05-27,-2.6564050246918356,-4.770959188722874
92,2024-06-19,-5.540520736651853,-4.11653398613399
92,2024-07-04,-10.12754283045851,-8.783307165744164
92,2024-09-02,15.278673086732558,2.3597207025625297
92,2024-10-14,4.969198257837776,-5.872341417060161
92,2024-10-31,12.078140657074202,-8.984562631334335
92,2024-11-03,16.575557491362517,-8.160748932035508
92,2024-11-11,-8.748367423584206,-8.565059250973995
92,2024-11-28,36.464018523382855,-14.186859605921018
92,2024-12-25,7.508182306677734,-14.643193835069528
92,2024-12-31,32.644313108213794,-2.275737442644395
92,2025-01-01,22.034097015289916,-12.036687140145053
92,2025-01-20,14.767459458853477,-11.437066991513998
92,2025-02-17,25.204737694718027,-12.929813036766388
92,2025-03-17,0.922090370461725,1.71538048797361
92,2025-05-26,1.0498937774314951,-7.415081934515769
92,2025-06-19,32.54774343558163,4.131438979686517
92,2025-06-29,-2.8477403662041736,5.22107656214406
92,2025-07-04,-1.5745349643606112,-5.257569522947082
93,2024-01-01,-42.512447338184614,13.077903476324543
93,2024-01-15,-64.343163538874,-13.738797482982058
93,2024-02-19,-66.52623515894294,-12.0820675474248
93,2024-05-27,-19.22635005744926,-5.567839191821536
93,2024-06-19,-37.189237553524634,-12.786848021104982
93,2024-07-04,-12.625235951793238,-11.045049022556917
93,2024-09-02,697.1849865951742,26.70291573667416
93,2024-10-14,-24.320183837610116,-11.364424968333212
93,2024-10-31,-43.65834180339771,-17.71319126889326
93,2024-11-03,-4.4519384100593475,-2.399809730688477
93,2024-11-11,-55.24703178858675,-10.841256429951276
93,2024-11-28,-63.54363293161028,-17.536516095857074
93,2024-12-25,-68.05777465328818,-17.083410735642754
93,2024-12-31,-58.17784835252085,-11.94076905537206
93,2025-01-01,-42.55767878826612,8.226937094195799
93,2025-01-20,-60.34086556874762,-17.290651790359604
93,2025-02-17,-59.977020298736115,-15.723542613784797
93,2025-03-17,-54.883186518575265,8.441280782919668
93,2025-05-26,58.63653772500956,2.1565340269866002
93,2025-06-19,131.69377087265863,35.346759376949336
93,2025-06-29,-32.227537709460705,-5.457882621538352
93,2025-07-04,69.23305235664253,21.748389013652456
94,2024-01-01,26.444833625218912,2.286580368347389
94,2024-01-15,-8.67304324397144,-11.617781312520684
94,2024-02-19,1.1558669001751307,-11.868450538860712
94,2024-05-27,-11.539808702680858,-12.690210675048283
94,2024-06-19,-10.153526137263476,-10.762625386594804
94,2024-07-04,-6.049482333420468,-11.794391260158967
94,2024-09-02,-11.539808702680858,-9.742339784935673
94,2024-10-14,-4.78243297858009,-6.058142771423067
94,2024-10-31,12.438772147151408,-4.8723940131599885
94,2024-11-03,-3.200759209731695,-2.662256080725804
94,2024-11-11,-12.666037990030985,-8.735742330456192
94,2024-11-28,45.73649577797729,8.619991958112262
94,2024-12-25,26.976397867889517,-3.853069815424676
94,2024-12-31,49.54342335340976,2.784522646871462
94,2025-01-01,45.64063774213755,-2.519040634211459
94,2025-01-20,-3.144281287888994,-14.116084543955287
94,2025-02-17,5.046477165566482,-9.22184910064341
94,2025-03-17,8.527549508285059,11.2488344893188
94,2025-05-26,-8.570658763303248,-8.610558443306852
94,2025-06-19,-10.954529440510967,-4.743533203911299
94,2025-06-29,-11.63402639979295,4.516316088080987
94,2025-07-04,-20.624402434752977,-7.242685681746941
95,2024-01-01,-27.437168914373295,-7.347276204183712
95,2024-01-15,-15.653750707281326,-11.203081255734244
95,2024-02-19,-10.100645575203501,-11.694228645938356
95,2024-05-27,-28.723864005952304,-12.591970028701057
95,2024-06-19,-5.230267230893607,-6.41937332908578
95,2024-07-04,-28.864356134480847,-15.542842627532169
95,2024-09-02,-24.35587277401304,-9.865879897152347
95,2024-10-14,-0.2134096083332268,-7.729987821268192
95,2024-10-31,20.856340245844446,-8.179291332898623
95,2024-11-03,3.287615148413512,-3.638243346462138
95,2024-11-11,-10.03292478090987,-7.232814955982045
95,2024-11-28,5.6490543756374265,-17.74020339902985
95,2024-12-25,-16.762929998470465,-18.447117072859303
95,2024-12-31,27.32985243354217,-4.400015044571433
95,2025-01-01,-13.520324551883869,-14.441846769557849
95,2025-01-20,2.0552370005034457,-11.389255739889427
95,2025-02-17,1.6150518375948375,-9.735475495713947
95,2025-03-17,6.694111409617238,4.543980502481826
95,2025-05-26,-24.220431185425774,-9.999320386729169
95,2025-06-19,-0.5289055091341741,-2.6811147246485163
95,2025-06-29,-3.150460593654042,4.1382038426158605
95,2025-07-04,-28.56147894199547,-13.037590562112031
96,2024-01-01,-37.40788903337668,-5.650740865346832
96,2024-01-15,-25.8777633289987,-17.07266830603991
96,2024-02-19,-24.230602514087558,-15.903275804127
96,2024-05-27,-2.8175119202427377,-14.26435134672159
96,2024-06-19,106.46184340931615,-4.817232857141586
96,2024-07-04,129.89944981976853,-14.292661427540542
96,2024-09-02,59.77459904638059,-11.14681983554299
96,2024-10-14,8.712613784135243,-14.61249354420554
96,2024-10-31,7.076456080440139,-3.4043641202990895
96,2024-11-03,5.8640373637778875,-0.1553876580396656
96,2024-11-11,26.831382748157782,-12.310876243761221
96,2024-11-28,11.800417378106616,-1.603192224496537
96,2024-12-25,-13.419226957383549,-21.81153037040708
96,2024-12-31,38.14592606928585,-8.121250982812935
96,2025-01-01,-15.084241823587712,-8.076234851169922
96,2025-01-20,-11.053315994798437,-13.26088552374613
96,2025-02-17,0.47680970957954233,-7.472287848062879
96,2025-03-17,-17.641959254442998,11.671000199518705
96,2025-05-26,110.8365843086259,-7.834197634703849
96,2025-06-19,112.57825839499145,2.936974360330947
96,2025-06-29,22.405293201868183,8.690107353721217
96,2025-07-04,109.43279901356351,-6.215024913512403
97,2024-01-01,-0.8226095916391655,12.500651726292814
97,2024-01-15,5.975667061081447,0.5907649266182239
97,2024-02-19,2.5765287347211405,-12.777396558310578
97,2024-05-27,-7.018507300447825,-9.78215465195159
97,2024-06-19,16.151509505093788,-9.983912350096807
97,2024-07-04,-3.9683695765268943,-11.23568353521591
97,2024-09-02,6.104748263348294,-8.55023772435654
97,2024-10-14,4.770909173257541,-5.86873765247335
97,2024-10-31,21.386744355426078,-4.630737560277471
97,2024-11-03,-4.973161427110311,2.3231004260644696
97,2024-11-11,3.2649618134776586,-7.429089051841204
97,2024-11-28,-16.43866403079804,-16.81493880764879
97,2024-12-25,-41.94244510792084,-20.42672677102189
97,2024-12-31,29.845960160380237,4.437765145021816
97,2025-01-01,4.539998526677958,8.19022697701916
97,2025-01-20,9.245724185174906,-12.329512598051188
97,2025-02-17,26.80076769346611,-10.917719337904003
97,2025-03-17,-6.889426098180978,7.7784238164088855
97,2025-05-26,-5.727695277779354,-6.1302088845993845
97,2025-06-19,0.5223181770887544,-0.023954563862964774
97,2025-06-29,-11.065032213752989,5.813661483495915
97,2025-07-04,-26.079989812918488,-4.999195905659061
98,2024-01-01,-40.2942097026604,-6.299806084574776
98,2024-01-15,-22.929577464788732,-10.248238682278785
98,2024-02-19,-9.608763693270735,-8.258323169555808
98,2024-05-27,-35.774647887323944,-10.46639142359707
98,2024-06-19,-14.477388124490279,-5.6557816171177056
98,2024-07-04,-23.392407638129622,-13.093803599588908
98,2024-09-02,-27.687010954616586,-10.819417048573298
98,2024-10-14,-17.934272300469484,-3.9998563403517013
98,2024-10-31,24.091637214269372,-8.013665077291467
98,2024-11-03,0.5841050783850809,-3.644368010173862
98,2024-11-11,-11.987480438184663,-7.758816245403803
98,2024-11-28,-10.729995677489889,-11.491379995310593
98,2024-12-25,-17.35024071979164,-18.46380021408272
98,2024-12-31,13.176055207831809,-7.557180167656225
98,2025-01-01,-17.571229380968667,-17.555923623840275
98,2025-01-20,1.8090766823161197,-13.241231814057382
98,2025-02-17,8.70735524256651,-13.756838043004565
98,2025-03-17,17.74647887323944,6.595589337880287
98,2025-05-26,-9.13302034428795,-11.9124786482659
98,2025-06-19,-9.463754481425916,-1.5325605824619983
98,2025-06-29,18.591489619272437,1.3829618101918413
98,2025-07-04,-12.875299318474855,-9.936443748892026
99,2024-01-01,-28.78179384203481,-17.329791486821982
99,2024-01-15,-38.95582329317269,2.0676886041602582
99,2024-02-19,-38.95582329317269,4.718931430305312
99,2024-05-27,1.740294511378844,-20.496560595655406
99,2024-06-19,0.7633587786259597,-4.9243761360102365
99,2024-07-04,-35.345666991236605,-29.821866911450012
99,2024-09-02,-8.433734939759042,21.328955766996724
99,2024-10-14,-28.78179384203481,49.795442500198774
99,2024-10-31,29.308666017526786,-17.604990665392638
99,2024-11-03,-28.571428571428566,-22.550821462648184
99,2024-11-11,-28.78179384203481,-31.40672914430501
99,2024-11-28,-35.345666991236605,7.638150794283888
99,2024-12-25,-45.038167938931295,-5.338938469129269
99,2024-12-31,15.789473684210526,-7.012538356526772
99,2025-01-01,28.244274809160313,-23.48271055210931
99,2025-01-20,52.61044176706826,-3.880445309328774
