pickup_hour,pickup_zone,platform,trip_count,total_adjusted_fare,total_miles,total_base_fare,total_driver_pay,mean_fare_per_mile,median_fare_per_mile,p75_fare_per_mile,mean_trip_miles,mean_trip_time,pct_shared,pct_airport,pickup_date,dow,hour_of_day,hour_of_week,is_weekend,is_in_crz,is_post_cp,temp_f,precip_in,wind_mph,visibility_mi,is_rain,is_heavy_rain,is_freezing,is_extreme_cold,is_extreme_heat,subway_riders_zone,borough,sapo_count_borough,sapo_typed_borough,sapo_location_borough,is_storm_active,is_holiday,is_event_sym,event_count_sym,is_event_asym,event_count_asym,has_major_event_dayflag,total_event_attendance,is_nj_event_pregame_sym,nj_event_count_sym,is_nj_event_pregame_asym,nj_event_count_asym,is_event_combined_sym,is_event_combined_asym,is_nyc_event_sym,is_nyc_event_asym,event_date_x,event_id,event_name,event_category,venue,league,log_trips,fare_per_mile,log_fpm,nj_event_id,event_date_y,nj_venue,baseline_mean_trips,baseline_mean_fpm,baseline_mean_log_trips,baseline_mean_log_fpm,baseline_n_hours,row_lift_trips_pct,row_lift_fpm_pct
2024-03-09 16:00:00,88,uber,75,2195.79,377.9,2394.54,1704.2700000000007,6.9300727651571545,6.1744,8.281710259014728,5.038666666666666,1479.7866666666666,0.0,0.02666666666666667,2024-03-09,6,16,136,1,1,0,44.0,0.1,9.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,Manhattan,16,5200,7400,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.330733340286331,5.810505424715534,1.7613871007073623,79,2024-03-09,Prudential Center (NJ),85.67605633802818,5.853776982300366,4.436411872611041,1.7637449497953996,71,-12.46095676475424,-0.7392074845978823
2024-03-21 16:00:00,158,uber,147,5330.670000000003,687.8300000000005,5708.170000000002,3745.3999999999996,9.716916667507965,8.359504132231406,10.573689979796242,4.679115646258507,1690.455782312925,0.0,0.14965986394557823,2024-03-21,4,16,88,0,1,0,41.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan,2,1100,1100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.997212273764115,7.749981826904902,2.048979992298687,92,2024-03-21,Prudential Center (NJ),132.85333333333332,8.334208997163909,4.879184604112753,2.1104140626216847,75,10.648334002408678,-7.009989435803887
2024-03-23 15:00:00,230,uber,402,10441.17,1552.06,11477.92,8026.539999999995,9.992327971881098,8.488888888888889,11.642987249544625,3.8608457711442785,1333.2039800995026,0.007462686567164179,0.08208955223880597,2024-03-23,6,15,135,1,1,0,44.0,0.22,11.0,1.75,1.0,0.0,0.0,0.0,0.0,2687.0,Manhattan,6,6000,12000,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,5.998936561946683,6.727297913740449,1.9076589415352527,95,2024-03-23,UBS Arena (Belmont),221.05882352941177,6.014016759637678,5.387540750719471,1.791256305270383,68,81.85204896221394,11.860312044520198
2024-03-23 16:00:00,87,uber,231,6130.179999999997,1162.8100000000004,6723.9299999999985,4816.719999999998,6.680865527829162,5.807365439093485,8.264489337332538,5.033809523809525,1300.1948051948052,0.021645021645021644,0.06060606060606061,2024-03-23,6,16,136,1,1,0,45.0,0.01,15.0,10.0,1.0,0.0,0.0,0.0,0.0,725.0,Manhattan,6,6000,12000,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,5.44673737166631,5.271867287003031,1.664279688039227,95,2024-03-23,UBS Arena (Belmont),178.33802816901408,5.456184746019396,5.175188209348755,1.6961266321525696,71,29.529300268519982,-3.3781381605678735
2024-03-23 16:00:00,125,uber,153,3332.4200000000005,446.93,3732.170000000001,2501.6299999999997,9.282972461503146,8.227848101265822,11.102564102564102,2.921111111111111,1109.3790849673203,0.0196078431372549,0.026143790849673203,2024-03-23,6,16,136,1,1,0,45.0,0.01,15.0,10.0,1.0,0.0,0.0,0.0,0.0,890.0,Manhattan,6,6000,12000,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,5.0369526024136295,7.456245944555077,2.0103923218939754,95,2024-03-23,UBS Arena (Belmont),87.6056338028169,7.371127950391726,4.455920881999005,1.9927148660422134,71,74.64630225080387,1.154748564075972
2024-03-05 15:00:00,261,uber,108,4848.589999999997,710.5400000000001,5118.839999999996,3522.559999999999,8.14652131791053,7.763323996265173,9.408960696013015,6.579074074074075,2203.8425925925926,0.009259259259259259,0.14814814814814814,2024-03-05,2,15,39,0,1,0,45.0,0.05,11.0,4.0,1.0,0.0,0.0,0.0,0.0,3336.0,Manhattan,1,1000,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.6913478822291435,6.823810059954397,1.9218823599141726,74,2024-03-05,UBS Arena (Belmont),101.0909090909091,6.490616157062784,4.611470300345294,1.8673850780012327,77,6.834532374100717,5.133471073143752
2024-03-05 16:00:00,249,uber,127,3158.859999999999,368.69000000000005,3491.1099999999988,2377.120000000001,10.998021638920608,9.90625,11.819583152409901,2.9030708661417326,1343.8188976377953,0.007874015748031496,0.05511811023622047,2024-03-05,2,16,40,0,1,0,45.0,0.02,6.0,1.25,1.0,0.0,0.0,0.0,0.0,2523.0,Manhattan,1,1000,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.852030263919617,8.567794081748891,2.149176780414726,74,2024-03-05,UBS Arena (Belmont),121.85714285714286,7.809881297148868,4.801482956038462,2.050872153057967,77,4.220398593200465,9.704536544962757
2024-03-05 16:00:00,125,uber,124,3696.6300000000015,433.71,4017.8800000000015,2684.6099999999988,10.470965386074832,9.469485733571458,11.30841346153846,3.4976612903225806,1483.032258064516,0.008064516129032258,0.06451612903225806,2024-03-05,2,16,40,0,1,0,45.0,0.02,6.0,1.25,1.0,0.0,0.0,0.0,0.0,3126.0,Manhattan,1,1000,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.8283137373023015,8.523275921698835,2.1439733348688566,74,2024-03-05,UBS Arena (Belmont),107.36363636363636,7.577523048817899,4.6598298597205705,2.020303045200348,77,15.495342929720579,12.4810293124542
2024-03-05 17:00:00,125,uber,175,5089.83,460.8400000000003,5549.330000000001,3330.7999999999997,13.327574141790802,11.859574468085107,15.374990230049761,2.6333714285714303,1122.88,0.0,0.022857142857142857,2024-03-05,2,17,41,0,1,0,45.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4967.0,Manhattan,1,1000,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,5.170483995038151,11.044679281312378,2.40285380270019,74,2024-03-05,UBS Arena (Belmont),142.15584415584416,8.060505785587722,4.93056712728794,2.0784705740619343,77,23.104330348985926,37.02216182339814
2024-03-05 16:00:00,158,uber,132,3654.459999999999,398.7299999999999,3999.9599999999996,2687.0900000000015,10.675172020993816,9.458225667527994,11.848639455782314,3.0206818181818176,1438.8484848484848,0.007575757575757576,0.03787878787878788,2024-03-05,2,16,40,0,1,0,45.0,0.02,6.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,Manhattan,1,1000,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.890349128221754,9.165249667694932,2.2165096053082687,74,2024-03-05,UBS Arena (Belmont),122.05194805194805,8.000379231478556,4.801437601904151,2.0750872120071167,77,8.150670355394771,14.560190242395485
2024-03-05 17:00:00,88,uber,105,3729.7900000000013,581.2799999999997,4003.540000000002,2753.2100000000014,8.065218092404162,6.8604651162790695,9.271028037383177,5.535999999999998,1689.2761904761905,0.009523809523809525,0.047619047619047616,2024-03-05,2,17,41,0,1,0,45.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Manhattan,1,1000,1000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.663439094112067,6.416511835948257,1.86043190830731,74,2024-03-05,UBS Arena (Belmont),92.92207792207792,6.455477640554995,4.5264561787031115,1.856494496619383,77,12.997903563941303,-0.6036083892839232
2024-03-19 18:00:00,113,uber,229,4987.439999999999,657.5800000000003,5590.689999999996,3556.7200000000025,9.202866842201411,7.5765124555160135,9.8515625,2.871528384279477,1027.1921397379913,0.004366812227074236,0.013100436681222707,2024-03-19,2,18,42,0,1,0,44.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1911.0,Manhattan,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,5.438079308923196,7.584537242616863,2.0274292049771065,90,2024-03-19,UBS Arena (Belmont),212.36363636363637,7.382129277400138,5.335690686757938,1.9934926064636924,77,7.833904109589036,2.7418642726344804
2024-03-19 18:00:00,230,uber,465,13993.249999999996,1789.730000000001,15185.999999999995,9361.760000000002,10.656060438099917,8.937931034482759,12.0078125,3.8488817204301093,1229.720430107527,0.010752688172043012,0.05806451612903226,2024-03-19,2,18,42,0,1,0,44.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,13156.0,Manhattan,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,6.144185634125646,7.818637448106691,2.057788478015412,90,2024-03-19,UBS Arena (Belmont),360.94117647058823,8.273586186563085,5.8714249813148225,2.1002746192492645,68,28.82985658409387,-5.498809442455125
2024-03-09 15:00:00,249,uber,412,9388.959999999992,1213.3300000000002,10488.45999999999,7321.8499999999985,10.006644258131903,9.534449843804236,11.386889097744362,2.9449757281553404,1273.0315533980583,0.0048543689320388345,0.021844660194174758,2024-03-09,6,15,135,1,1,0,43.0,0.04,7.0,2.5,1.0,0.0,0.0,0.0,0.0,2019.0,Manhattan,16,5200,7400,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,6.023447592961033,7.738175104876654,2.0474573452992666,79,2024-03-09,Prudential Center (NJ),253.83098591549296,7.358100030944573,5.5117577831338265,1.992287273513122,71,62.31272888691599,5.165396941243943
2024-03-09 16:00:00,249,uber,460,10627.279999999993,1349.9500000000003,11818.779999999992,8413.780000000006,10.572951216731623,9.462499999999999,11.705796154876742,2.9346739130434787,1302.9391304347826,0.013043478260869565,0.02391304347826087,2024-03-09,6,16,136,1,1,0,44.0,0.1,9.0,2.5,1.0,0.0,0.0,0.0,0.0,2028.0,Manhattan,16,5200,7400,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,6.133398042996649,7.872350827808431,2.0646261877808034,79,2024-03-09,Prudential Center (NJ),271.9577464788732,7.542320301554465,5.577029469289344,2.0146361239743573,71,69.14392252317573,4.37571613321628
2024-03-09 17:00:00,114,uber,315,6594.240000000003,745.2500000000003,7427.240000000003,4930.139999999998,10.895545879113314,9.867052023121387,11.966981132075471,2.365873015873017,1098.0761904761905,0.015873015873015872,0.012698412698412698,2024-03-09,6,17,137,1,1,0,45.0,0.06,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Manhattan,16,5200,7400,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,5.755742213586912,8.848359610868837,2.1813616019753144,79,2024-03-09,Prudential Center (NJ),197.38028169014083,7.26891012676364,5.253379574990631,1.9778423667625908,71,59.5904095904096,21.728834949957218
2024-03-09 17:00:00,158,uber,281,6992.24,830.2499999999998,7724.99,5314.88,10.312557150119233,9.385542168674698,12.162055335968383,2.9546263345195722,1333.1494661921708,0.017793594306049824,0.017793594306049824,2024-03-09,6,17,137,1,1,0,45.0,0.06,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Manhattan,16,5200,7400,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,5.641907070938114,8.42184884071063,2.1320160647776247,79,2024-03-09,Prudential Center (NJ),215.85915492957747,7.886112438532903,5.351162135924241,2.06099321103179,71,30.177476184262037,6.793415721034197
2024-03-21 16:00:00,261,uber,137,7658.040000000005,1106.6299999999994,7977.290000000005,5030.510000000002,9.13750778569282,7.616935483870968,8.863157894736842,8.077591240875908,2176.875912408759,0.014598540145985401,0.30656934306569344,2024-03-21,4,16,88,0,1,0,41.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,4440.0,Manhattan,2,1100,1100,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,,4.927253685157205,6.920144944561424,1.9358807285042143,92,2024-03-21,Prudential Center (NJ),134.69333333333333,7.055056019793133,4.896661812547054,1.946231746411076,75,1.7125321718471629,-1.9122608644525616
