shock,uber_lift_pct,lyft_lift_pct,uber_fpm_lift_pct,observed_eta,eta_low,eta_high,eta_used,fallback_note
NYC sports,4.381257378715797,8.112367246124563,8.252830646394793,0.4521006218682898,0.2260503109341449,0.6781509328024347,0.4521006218682898,
NJ pregame (departure),8.462402969431327,6.612395114527381,3.036506193804156,0.0,0.0,0.0,0.0,
Heavy rain,16.770939005188556,19.026110058824152,26.016302207937137,0.0866829972842021,0.04334149864210105,0.13002449592630316,0.0866829972842021,
Storm active,1.60895359694464,2.2558823809888606,5.671247477363317,0.1140716899811594,0.0570358449905797,0.17110753497173908,0.1140716899811594,
