flag,metric,beta,se,p_value,nobs,method
is_nyc_event_sym,log_trips,0.05743316284312195,0.04865271352608127,0.2378143681434679,156722,PanelOLS
is_nyc_event_sym,log_fpm,0.008802129877661232,0.01663971482815669,0.5968178457832822,156722,PanelOLS
