placebo_date,beta,se,p_value,nobs
2024-06-01,-0.08049315810623986,0.009186564329353487,0.0,95198
2024-09-01,-0.057620617796342366,0.007044294840618705,2.220446049250313e-16,95198
2024-11-01,-0.09586846479150525,0.008774625509728566,0.0,95198
2024-12-01,-0.12634470921482577,0.011277127197172672,0.0,95198
